building_collapse,crash,earthquake,explosion,flood,haze,meteor,shoot,typhoon,wildfire
"('jail', 1.3607918387523572)","('vid', 4.391666492892655)","('serious', 4.129022102535769)","('strong', 3.1331185289431605)","('destruction', 6.825286673566841)","('hotspots', 1.221646443770998)","('trajectory', 1.3503614273316475)","('image', 1.2033036227671958)","('travel', 2.2520212695846205)","('donos', 3.8241719333979742)"
"('room', 1.3591048487559527)","('sleep', 4.385210229722531)","('sube', 4.124923937170053)","('fatalities', 3.1296904270847805)","('cancel', 6.824045037376022)","('fume', 1.2190579535840778)","('suppose', 1.3481018861756129)","('fear', 1.2023307404739056)","('also', 2.2495648676434987)","('current', 3.8185709626486837)"
"('dramatic', 1.359034469226448)","('federal', 4.37379534808247)","('read', 4.124716042978264)","('saw', 3.12458795641035)","('globe', 6.801681295036056)","('another', 1.2153858528235952)","('beat', 1.3464513893464387)","('view', 1.1965577881188332)","('negros', 2.248978112478415)","('htt', 3.8103512071961823)"
"('bang', 1.3585972562183517)","('tout', 4.35886124204795)","('danni', 4.117692772182395)","('blica', 3.1233591230406694)","('cover', 6.781186308545222)","('anyone', 1.2113066460381945)","('fart', 1.3464513893464387)","('date', 1.1957426454061428)","('deliver', 2.2489436051424523)","('blog', 3.808109204384971)"
"('unknown', 1.3565657645932887)","('mass', 4.3486345769533425)","('cancel', 4.083181488399497)","('punto', 3.122542224467101)","('ecco', 6.772157832764903)","('aggression', 1.2092004698227923)","('far', 1.3463855414050612)","('wthe', 1.1957426454061428)","('hrs', 2.2348574378941906)","('center', 3.802882121078494)"
"('nyaris', 1.3531533966814078)","('ville', 4.3436334169897775)","('mundo', 4.075150933535616)","('factory', 3.1189697301441432)","('denver', 6.762613416706113)","('biochemical', 1.2092004698227923)","('miles', 1.3456515383803935)","('name', 1.1900349594336694)","('items', 2.232362632700872)","('tristeza', 3.8007095316972634)"
"('include', 1.3531324427241687)","('residents', 4.318862653723569)","('yahoo', 4.039021330602886)","('senseless', 3.1114243254300913)","('siamo', 6.757110773417629)","('literally', 1.2092004698227923)","('star', 1.3439796883667974)","('glad', 1.1863844193962132)","('tom', 2.2281056619269104)","('yet', 3.7956597949162445)"
"('shaplachattar', 1.3504119005592694)","('crew', 4.30836978326165)","('sfollati', 4.023062797095558)","('enforcement', 3.1018628215446085)","('weekend', 6.753283853144776)","('october', 1.198898661423171)","('todays', 1.3417578826031267)","('que', 1.1790592172844039)","('samar', 2.227676031664296)","('ban', 3.7878399255630884)"
"('desperate', 1.3413320974026348)","('massive', 4.2836470572194285)","('three', 4.015915262692182)","('effect', 3.089099736954503)","('grind', 6.748771091738508)","('hearts', 1.197866666973698)","('health', 1.3365630463213665)","('anderson', 1.17326169102137)","('house', 2.226961210839889)","('full', 3.771022426541085)"
"('remain', 1.341309506775023)","('asciende', 4.254958361338641)","('van', 4.002082699828414)","('link', 3.081951896395328)","('closure', 6.740692628228274)","('kindness', 1.197866666973698)","('meteoritos', 1.3354960834037193)","('pennsville', 1.1631464672799436)","('project', 2.226421077151257)","('merge', 3.738931267124486)"
"('survival', 1.3394080588027666)","('also', 4.253506797668807)","('frente', 3.9946990960570172)","('survivors', 3.0776265919637202)","('wala', 6.7218014311504515)","('small', 1.1955112055344512)","('blame', 1.3324752817903227)","('teaparty', 1.1594973413463219)","('emotional', 2.2260438505307047)","('devastate', 3.7361988893023206)"
"('justice', 1.3392854657001076)","('funerals', 4.243588143312215)","('tra', 3.976432749879145)","('story', 3.0731922799969342)","('america', 6.7158661120920735)","('sorry', 1.190420246370052)","('anybody', 1.3322264860404194)","('county', 1.1574502573967695)","('talk', 2.22481393294501)","('bombeiros', 3.713456505393211)"
"('reform', 1.3370408999036831)","('impact', 4.233967013692681)","('aiuto', 3.961257122608722)","('familiares', 3.0434737689949793)","('est', 6.7040278263096225)","('catch', 1.1887736550130565)","('internet', 1.3075855021974707)","('onto', 1.155367950632628)","('urgent', 2.21787032911441)","('wish', 3.699413899459575)"
"('china', 1.3344632373485368)","('away', 4.233189116134546)","('prayforboholandcebu', 3.953005599150109)","('tank', 3.0250187678809035)","('cont', 6.702522599905)","('singaporehaze', 1.1811943756324472)","('interfax', 1.3008957601952407)","('crgelli', 1.153884224050167)","('dahil', 2.2175828874566066)","('pelo', 3.6905062158750783)"
"('european', 1.3340633915141404)","('chief', 4.225846506697625)","('varios', 3.951108622889129)","('anyone', 3.0224542734405855)","('wash', 6.654002367171184)","('height', 1.181058154026228)","('retard', 1.2925207418705407)","('terrible', 1.15287448763612)","('local', 2.216358098681413)","('firefighter', 3.6899694058257926)"
"('qui', 1.3330076622759002)","('final', 4.210022368903131)","('tiene', 3.950314445845842)","('manhunt', 3.010491515462775)","('hwy', 6.648268438233426)","('actually', 1.1722908828454695)","('whats', 1.2901125015074497)","('issue', 1.1510544139443242)","('hold', 2.1936407704554495)","('far', 3.6878087621241122)"
"('scene', 1.3288905984012873)","('around', 4.2090550511573)","('sienten', 3.936668719433749)","('afectadas', 3.0044681914465468)","('three', 6.625992737142851)","('amaze', 1.1677874016238532)","('voy', 1.2885706496152427)","('wish', 1.1429559362366861)","('lakas', 2.184619485812753)","('kitten', 3.683078203178107)"
"('dans', 1.3237891834600473)","('suspend', 4.187524830757155)","('preliminary', 3.936260110183081)","('van', 3.000257215752165)","('gli', 6.585811384763166)","('sumatras', 1.1602328826703845)","('satellite', 1.2882712679813122)","('respond', 1.1415071711883216)","('per', 2.1749340108562842)","('friday', 3.67031317461717)"
"('cheer', 1.3201598827393746)","('critical', 4.18272124531176)","('morti', 3.9355966552880917)","('claim', 2.9850906493472573)","('south', 6.584969965289632)","('sunday', 1.1568629927123948)","('usa', 1.287307208077226)","('sure', 1.1387089251394795)","('regard', 2.1724148702596526)","('evacuees', 3.6687868234437744)"
"('cleveland', 1.319490663177504)","('respect', 4.165370878924393)","('climb', 3.9343954405204946)","('importante', 2.981926568364734)","('students', 6.582332646939378)","('conference', 1.1543621482190503)","('alert', 1.2869591301392551)","('seven', 1.1386665357957744)","('advisory', 2.1671975741577114)","('justi', 3.6616303318175802)"
"('dehumanization', 1.319490663177504)","('galiciadeluto', 4.160716167362379)","('milano', 3.9086508514939378)","('emergency', 2.975061584752794)","('sms', 6.581674627149967)","('bring', 1.143441897270839)","('burn', 1.2858027314938254)","('canoe', 1.1377906893138543)","('palau', 2.166931583888175)","('blow', 3.6598616229550913)"
"('kidnappings', 1.319490663177504)","('national', 4.1501930011702255)","('sse', 3.90400619326841)","('asciende', 2.974847671382391)","('tragedia', 6.57200162918785)","('airport', 1.1424097044734745)","('russianmeteorite', 1.285252216764555)","('pls', 1.136653636731775)","('dont', 2.165679403014324)","('space', 3.6590063449369765)"
"('normalize', 1.319490663177504)","('identify', 4.145231664207365)","('mil', 3.9008016446476628)","('condolencias', 2.971378554321664)","('aerial', 6.56333218094463)","('salmon', 1.1400216399727692)","('coincidental', 1.2848045229241198)","('versions', 1.136653636731775)","('goods', 2.1532325399855416)","('hit', 3.6470489567579696)"
"('islamists', 1.3155567801788957)","('mairesse', 4.136790411172777)","('relief', 3.8862976994650817)","('toda', 2.958674621304281)","('nsw', 6.560666616760997)","('kind', 1.1366450291136951)","('bright', 1.2847888246763746)","('youre', 1.1323353312701316)","('end', 2.1523654404833934)","('detail', 3.6436714013313787)"
"('personas', 1.3141590894381792)","('must', 4.131993189227747)","('sentito', 3.8752225511375054)","('someone', 2.958294784445542)","('others', 6.552843188486052)","('clarity', 1.1324525315770477)","('counsel', 1.2845272006956532)","('easy', 1.1299218368468213)","('afternoon', 2.1498082024540404)","('tony', 3.6359484142406893)"
"('surge', 1.3133658442198697)","('victimes', 4.112100609127892)","('terremotogt', 3.8584075601100056)","('cross', 2.9556726857957925)","('august', 6.551382132326196)","('indo', 1.1319355497325878)","('russiano', 1.281418284594804)","('fatal', 1.1293091371366881)","('among', 2.146067139710826)","('return', 3.6358564045780035)"
"('light', 1.302616214086307)","('sim', 4.10982659953659)","('philippine', 3.8583911069842016)","('letter', 2.949735526934699)","('public', 6.53780627446956)","('enough', 1.1280645657556518)","('easily', 1.2811597086450124)","('motorcycle', 1.1293075645337283)","('typhoons', 2.1449499828673524)","('happy', 3.6159237831019437)"
"('aftermath', 1.3026019109993174)","('euros', 4.102276752920323)","('forget', 3.856379165869635)","('chill', 2.9425338171007693)","('naman', 6.534096707377039)","('htt', 1.1263875199924516)","('theres', 1.2781940783293089)","('offer', 1.1289838802909848)","('bangonpilipinas', 2.1440574462227007)","('really', 3.590392856785648)"
"('claim', 1.3025615146503668)","('play', 4.09661826291848)","('nnw', 3.848006330552977)","('theres', 2.936592943354831)","('malabon', 6.526501110801906)","('cuz', 1.1231203484666397)","('yesterday', 1.2725440245063997)","('decide', 1.1285238270631952)","('tweet', 2.1439781913817177)","('top', 3.580610673140949)"
"('iraq', 1.3023934384600508)","('queen', 4.077535793017969)","('afectadas', 3.822763615653041)","('raise', 2.9272353445252293)","('space', 6.520837446269737)","('talent', 1.1231203484666397)","('conspiracy', 1.2669657179432139)","('terminals', 1.1190786508214057)","('man', 2.1434949551288454)","('nearly', 3.580551075628639)"
"('begin', 1.3009961184712366)","('much', 4.070295554313947)","('tierra', 3.8224185068626166)","('ministro', 2.9258210392124195)","('premier', 6.503794960815071)","('seem', 1.1152929721653686)","('totally', 1.264124579286319)","('camouflage', 1.1160590275887845)","('forget', 2.1400839138622145)","('stream', 3.5761697935261205)"
"('allege', 1.2995716642778563)","('pilot', 4.062588062882298)","('provmantovamodena', 3.810577604709913)","('noticias', 2.9207027523479128)","('peak', 6.478173348591465)","('officials', 1.0973453472087369)","('rip', 1.2621009119331592)","('relate', 1.1141229099150454)","('name', 2.1351404816263027)","('feridos', 3.5700658474711133)"
"('horrify', 1.2947384292225965)","('raise', 4.062492938832369)","('hermanos', 3.8069940516764533)","('scar', 2.9141633244728866)","('channel', 6.463459827529603)","('spore', 1.0938857500093804)","('cayo', 1.2599107945996757)","('feel', 1.1135283329142582)","('statement', 2.134968339564491)","('next', 3.563017228852674)"
"('burma', 1.289578029494745)","('physics', 4.053738478643538)","('persone', 3.8058000229451943)","('escombros', 2.9100487101486934)","('real', 6.4381466093171635)","('hurt', 1.090178836801133)","('imagenes', 1.2599107945996757)","('arrive', 1.1134555265735107)","('long', 2.1227720552136686)","('town', 3.561267021750334)"
"('marques', 1.2847734047290138)","('fait', 4.052217227913898)","('breaking', 3.793929891944153)","('labor', 2.9037517265003583)","('store', 6.433409326989325)","('someone', 1.088365844035744)","('ultimas', 1.2599107945996757)","('ang', 1.1126355897008162)","('office', 2.1199428635642876)","('meus', 3.5519482273982366)"
"('arm', 1.2842293814025134)","('head', 4.044070911295011)","('aftershock', 3.7908573774653522)","('aid', 2.9013277274372014)","('strong', 6.427680310516589)","('image', 1.0852729005493766)","('intercept', 1.2559784936849903)","('car', 1.1082698984861703)","('bridge', 2.1197339156163495)","('scorch', 3.5453131485316565)"
"('nigeria', 1.2838016055234822)","('run', 4.0373078251184795)","('thomashiatt', 3.7673155999873864)","('pueblo', 2.8975907626844335)","('roof', 6.420434045989098)","('girlgirl', 1.0789019234586088)","('connect', 1.2523603341638614)","('hrs', 1.1019458886172182)","('category', 2.1184728786542006)","('round', 3.542517690560502)"
"('peace', 1.282449601383219)","('response', 4.036937594424906)","('damn', 3.7492773678247637)","('solo', 2.885828367341114)","('ciclone', 6.40992536768747)","('quick', 1.0789019234586088)","('global', 1.2503394047979732)","('beck', 1.1003117047367774)","('likely', 2.1116602888783764)","('reach', 3.540561909841139)"
"('price', 1.2786354609177368)","('delay', 4.036826956940289)","('nos', 3.7455971816708584)","('imagen', 2.8834250967655555)","('yychelps', 6.406681724520007)","('wish', 1.0789019234586088)","('kill', 1.2499452800796846)","('hurt', 1.097848456772847)","('around', 2.109314053889308)","('members', 3.5376810536080754)"
"('attack', 1.2740945802333847)","('personas', 4.021498209944844)","('partido', 3.742715861540681)","('jfk', 2.8767089849403193)","('online', 6.399608417536002)","('noon', 1.0786589071475121)","('chondrite', 1.2497648554189063)","('even', 1.0967179535686926)","('crew', 2.1044879846508984)","('issue', 3.5357563221209913)"
"('supera', 1.2738447903582826)","('northwest', 4.020160517766667)","('ecuador', 3.7367952230908106)","('request', 2.864032704716619)","('line', 6.379387814879837)","('guysthis', 1.0750310929884)","('blownout', 1.243323855516829)","('web', 1.0962138450742744)","('kay', 2.0958775086765087)","('prepare', 3.5356899000859756)"
"('keep', 1.2701448603081817)","('busy', 4.015951027559219)","('rcoles', 3.7349219466545587)","('unknown', 2.862155120979429)","('rice', 6.352048350560256)","('likefrom', 1.0750310929884)","('mostly', 1.243323855516829)","('schedule', 1.094556276325959)","('buy', 2.092378858350072)","('white', 3.5293999731344683)"
"('gedung', 1.265549715883945)","('wall', 4.006917359934623)","('give', 3.719341872685213)","('fellow', 2.8620987103428424)","('shut', 6.3421537562622134)","('concentration', 1.0741265740837775)","('enter', 1.2408369262862342)","('screen', 1.0917129606097011)","('fundraise', 2.090728051176223)","('shit', 3.5275296810930272)"
"('int', 1.261910125343927)","('ascienden', 3.996184159395055)","('measure', 3.7108401841119214)","('record', 2.859706917205432)","('flow', 6.338363377393755)","('action', 1.073514762442902)","('insane', 1.2356757547044732)","('month', 1.0804859150319683)","('massive', 2.072628227531788)","('donations', 3.5269502813077316)"
"('aje', 1.2573630544997332)","('unstoppable', 3.9952583905891155)","('durante', 3.7042181554816196)","('sucedido', 2.8553432309187983)","('hindi', 6.316752498176626)","('stone', 1.073129587504033)","('dashcam', 1.232947267457815)","('answer', 1.0775157958254946)","('rebuild', 2.0714909104399686)","('tens', 3.526071729566458)"
"('criminals', 1.2563220812856883)","('minister', 3.9920085410363306)","('confirm', 3.6872589433577607)","('didnt', 2.849368353110372)","('recede', 6.316375447378022)","('girl', 1.0712557761952661)","('contrail', 1.2325764463410556)","('screeners', 1.076400404277566)","('nov', 2.058831774367265)","('olympic', 3.5219075325510496)"
"('local', 1.2561527455990449)","('pens', 3.9879383448473207)","('cento', 3.678895345775061)","('cuando', 2.8380121022316906)","('whats', 6.31483991707369)","('acid', 1.0688717835597608)","('shockwave', 1.2314991510649345)","('senseless', 1.0703624438201207)","('hop', 2.0586680087151006)","('pretty', 3.518316971851053)"
